MasterID,Mesor_hat,AmplitudeHat,Peak,Nadir,PeakTime,NadirTime,Phase,Morning,Afternoon,Evening,Night,MorningPeak,AfternoonPeak,EveningPeak,NightPeak,BimodalAfternoon,BimodalEvening
247,3.4590114115614736,-2.852965208057097,11.615,0.292,9.666666666666666,3.3333333333333335,17.666666666666664,6.491,2.839,2.659,0.413,11.615,3.747,3.894,2.249,True,True
255,2.7231082635066923,-2.7529652970379237,10.095,0.298,9.0,1.0,16.0,6.645,1.644,1.397,0.508,10.095,3.442,2.081,3.623,True,True
257,3.712560904173162,-1.6085964914637703,7.778,0.601,9.666666666666666,2.0,16.333333333333336,5.404,3.194,3.108,1.081,7.778,3.816,3.576,2.515,True,True
263,5.221666866873657,-3.359266588710204,15.383,0.679,7.333333333333333,22.333333333333332,15.0,8.519,3.475,2.095,1.048,15.383,4.419,4.076,6.539,True,True
265,3.839697815205468,-3.0587742589852294,12.392,0.348,7.333333333333333,21.666666666666668,14.333333333333336,5.84,2.905,0.791,0.728,12.392,6.092,1.993,3.372,True,True
267,2.117405100866338,-2.902577187060216,9.148,0.227,11.333333333333334,4.0,16.666666666666664,6.076,3.504,2.866,0.387,9.148,5.44,3.945,1.045,True,True
271,3.9011898556085978,-3.7972592584127876,13.964,0.223,7.666666666666667,0.6666666666666666,17.0,9.139,2.381,1.259,0.386,13.964,2.817,1.545,3.636,True,True
275,2.9120459021044307,2.3332266754855246,8.765,0.359,7.666666666666667,22.333333333333332,14.666666666666664,4.974,1.481,0.636,2.081,8.765,2.002,0.751,4.451,True,True
285,4.958286916059496,5.879838980302706,19.783,0.395,7.666666666666667,0.0,16.333333333333332,11.505,2.712,1.259,0.618,19.783,3.805,1.823,14.46,True,True
289,6.86168346218965,6.094900674579315,26.029,0.663,7.333333333333333,20.666666666666668,13.333333333333336,12.025,1.96,0.996,2.822,26.029,4.935,2.008,11.224,True,True
291,2.5469588308795723,-2.8238400894440816,11.257,0.719,9.0,1.6666666666666665,16.666666666666668,5.094,2.811,1.86,1.486,11.257,3.567,2.115,4.424,True,True
293,2.1916804983098386,-0.7468121186595731,4.57,0.314,21.0,4.0,7.0,2.354,2.1,1.483,0.607,4.368,3.135,4.57,3.199,False,True
301,4.639236057174784,2.6145578699239262,13.671,0.807,6.666666666666667,11.666666666666666,4.999999999999999,6.631,1.961,1.4,1.388,13.671,2.258,1.97,3.202,True,True
303,2.930619403680672,-2.806012878514287,10.537,0.303,7.333333333333333,22.666666666666668,15.333333333333336,6.583,1.619,1.034,0.483,10.537,2.13,2.044,4.486000000000001,True,True
305,5.776391308653932,-5.223777414119511,20.214,0.722,6.666666666666667,1.3333333333333333,18.666666666666664,11.418,4.328,1.843,1.27,20.214,5.405,3.149,2.263,True,True
307,4.406746379443898,-2.6125569167224487,15.127,0.491,7.333333333333333,2.6666666666666665,19.333333333333336,6.125,2.231,1.42,0.637,15.127,2.805,2.991,3.023,True,True
317,5.169876816915959,-4.149596076506617,17.515,0.991,8.0,2.3333333333333335,18.333333333333332,10.247,3.779,2.569,1.635,17.515,4.953,4.016,2.584,True,True
321,3.5533500282995663,-2.5034725625608014,11.869,0.127,7.0,1.3333333333333333,18.333333333333332,4.931,2.054,1.118,0.255,11.869,2.603,4.048,3.788,True,True
323,5.42415597912056,-2.853831576179818,16.234,0.591,7.333333333333333,1.6666666666666665,18.333333333333336,6.906,3.921,3.282,0.89,16.234,4.979,5.549,3.162,True,True
329,6.784339907015787,-4.215389034168634,22.002,0.384,7.333333333333333,23.333333333333332,16.0,7.853,4.89,1.371,0.679,22.002,7.208,1.995,1.256,True,True
331,3.4841259289509607,2.280506221769993,12.048,0.609,7.0,1.0,18.0,4.894,2.238,1.373,0.789,12.048,2.827,1.938,3.53,True,True
333,5.010976430673557,-2.5872988901604956,10.314,0.72,19.0,3.3333333333333335,8.333333333333332,5.094,3.82,7.323,1.167,8.281,4.764,10.314,2.427,False,True
335,5.858837116788896,-2.741455701208048,17.74,0.957,8.666666666666666,22.666666666666668,14.000000000000002,6.95,3.566,2.813,1.876,17.74,5.003,4.608,4.849,True,True
341,4.4698564795844895,-3.0149561577942112,12.719,0.558,6.333333333333333,1.6666666666666665,19.333333333333336,6.691,3.911,1.824,1.032,12.719,5.104,3.037,8.599,True,True
345,4.930616012096375,3.369077876917699,16.359,0.423,7.0,22.333333333333332,15.333333333333332,5.521,3.087,1.108,2.024,16.359,6.008,2.297,4.925,True,True
351,2.2404160272441866,-1.499796018141896,5.86,0.534,8.666666666666666,3.3333333333333335,18.666666666666664,3.424,1.659,1.295,0.715,5.86,2.692,1.522,1.796,True,True
353,4.655190339944827,-3.290865791660833,12.248,0.445,9.666666666666666,23.0,13.333333333333334,7.696,3.226,2.349,0.691,12.248,6.955,3.217,1.587,True,True
357,3.3664324332291486,3.0597835352907907,10.806,0.484,6.666666666666667,23.333333333333332,16.666666666666664,4.623,2.249,1.426,0.777,10.806,4.9,2.322,7.65,True,True
361,1.9154429644305933,-1.4085231408682506,6.658,0.307,7.666666666666667,1.6666666666666665,18.0,3.09,1.227,0.699,0.668,6.658,2.128,1.358,1.469,True,True
365,7.1605062151233385,-3.9026438375498342,19.425,1.502,6.333333333333333,2.3333333333333335,20.0,9.775,4.437,3.345,1.98,19.425,5.929,4.785,7.78,True,True
367,9.398643208495166,-5.170065792570942,22.093,1.944,7.666666666666667,1.6666666666666665,18.0,16.888,6.8375,6.646,3.363,22.093,9.884,7.515,7.614,True,True
377,1.480075339637142,-2.033489762134735,6.875,0.22,10.333333333333334,2.6666666666666665,16.333333333333336,4.466,1.358,0.8105,0.369,6.875,1.75,1.034,1.925,True,True
379,4.85070500804045,4.454387713789058,20.429,0.765,8.0,22.333333333333332,14.333333333333332,7.523,2.55,1.491,1.497,20.429,4.305,2.046,7.701,True,True
391,6.775514846753217,-4.17340642908104,17.719,1.126,8.0,0.3333333333333333,16.333333333333332,10.281,4.834,4.602,2.268,17.719,9.142,6.839,3.689,True,True
407,4.253626537754131,-2.6232086849976475,13.598,0.829,7.0,0.3333333333333333,17.333333333333332,6.11,2.095,2.0,1.293,13.598,5.195,2.364,2.238,True,True
427,4.595358126036841,1.7231851063391017,14.848,0.806,7.0,2.3333333333333335,19.333333333333332,5.356,2.241,2.499,1.589,14.848,2.83,4.43,4.409,True,True
437,5.860865412060095,-4.72309188389503,22.267,1.064,7.666666666666667,22.0,14.333333333333332,10.262,4.467,3.382,2.082,22.267,8.263,8.201,9.439,True,True
447,2.6364044532754165,-3.2723090986102408,12.86,0.29,10.333333333333334,5.0,18.666666666666664,8.59,2.88,1.92,0.87,12.86,6.71,7.38,4.37,False,True
451,7.29001076815001,-3.0962619528774527,15.845,1.895,7.333333333333333,18.666666666666668,11.333333333333336,10.334,4.25,2.894,3.058,15.845,7.188,3.576,9.609,True,True
463,4.296836349016276,-3.385558266675261,17.83,0.688,9.0,5.666666666666667,20.666666666666668,7.028,4.705,2.759,2.202,17.83,5.938,4.316,4.391,True,True
465,1.7996270335336768,-1.579893402875001,6.31,0.28,9.333333333333334,4.666666666666667,19.333333333333336,3.64,2.1,1.74,0.7,6.31,2.79,2.25,1.15,True,True
469,6.262091557956914,-3.8075119787296847,17.26,1.12,7.666666666666667,3.3333333333333335,19.666666666666664,9.49,4.05,2.9,1.68,17.26,12.18,3.16,2.88,True,True
487,3.5969224591291313,3.0241120425488286,12.022,0.443,7.333333333333333,21.666666666666668,14.333333333333336,7.302,1.649,0.778,0.975,12.022,2.43,1.344,7.496,True,True
491,3.0144100252768773,-2.5956607113544936,10.391,0.333,7.666666666666667,1.0,17.333333333333332,5.609,1.738,1.592,0.8855,10.391,2.629,4.547,10.0715,True,True
497,4.240285611324674,-3.3656425846429605,12.997,0.81,8.0,1.0,17.0,7.307,4.291,1.783,1.249,12.997,5.523,2.273,4.085,True,True
503,3.5616331096539757,-2.948940198780319,12.272,0.567,8.333333333333334,5.333333333333333,21.0,7.676,3.305,3.024,1.24,12.272,7.508,5.585,1.792,True,True
505,2.6824402198913857,-0.8528420025863497,6.874,0.03,9.666666666666666,13.0,3.333333333333334,3.129,1.35,3.293,1.04,6.874,2.481,5.591,2.44,True,True
517,1.8472238676238508,3.4567754207706494,11.068,0.263,5.0,21.333333333333332,16.333333333333332,5.774,1.53,0.526,1.381,11.068,2.143,1.677,10.544,True,True
519,2.7013033754718423,-3.166192965680791,11.018,0.427,8.0,1.0,17.0,6.258,2.606,0.964,0.672,11.018,3.45,2.068,3.186,True,True
525,2.1888749034654236,2.0765314380633764,7.159,0.378,5.666666666666667,0.3333333333333333,18.666666666666664,3.836,2.453,0.998,1.036,7.159,3.452,1.393,4.759,True,True
527,5.605227733254648,-3.4487215939229774,17.697,0.612,8.666666666666666,1.3333333333333333,16.666666666666664,9.315,5.162,5.101,1.269,17.697,6.282,5.87,3.65,True,True
529,3.924992233974438,-3.7886874143631353,11.733,0.383,9.666666666666666,2.6666666666666665,17.0,8.84,2.907,1.765,0.556,11.733,3.886,2.843,4.219,True,True
531,6.413666193258006,-1.8278775323295147,11.641,1.518,6.0,0.6666666666666666,18.666666666666668,6.66,5.494,2.7590000000000003,3.0484999999999998,11.641,6.654,4.559,7.049333333333333,True,True
541,2.8791556567279257,-2.3198924238911203,11.289,0.033,7.0,12.333333333333334,5.333333333333334,6.428,2.307,1.981,0.929,11.289,3.13,2.739,1.77,True,True
553,4.3632101330167075,3.755067980166748,16.685,0.207,8.333333333333334,23.666666666666668,15.333333333333334,6.75,1.756,1.126,1.687,16.685,2.829,1.927,6.043,True,True
563,0.20651495999157166,-0.168680960020733,0.837,0.029,11.0,4.666666666666667,17.666666666666668,0.411,0.252,0.481,0.0808,0.837,0.754,0.696,0.299,True,True
565,1.680435758679131,-0.7893040647960923,4.513,0.259,6.666666666666667,2.0,19.333333333333332,2.495,1.121,1.2,0.414,4.513,1.681,1.296,0.998,True,True
571,2.6787305481224433,-3.0939265314504607,12.215,0.189,7.666666666666667,0.0,16.333333333333332,5.056,1.384,0.853,0.317,12.215,1.917,2.434,3.77,True,True
579,5.2397610403548995,-4.822720000506219,13.471,0.585,6.666666666666667,1.0,18.333333333333332,10.433,4.145,1.479,1.038,13.471,8.983,2.724,5.383,True,True
583,4.8094739942036595,2.422930665558845,17.081,0.127,8.333333333333334,11.333333333333334,3.0,7.092,2.946,4.536,1.672,17.081,4.625,6.557,12.112,True,True
585,2.9236993658814296,2.2529287077692715,10.024,0.497,8.0,0.3333333333333333,16.333333333333332,6.001,1.893,1.63,0.732,10.024,2.381,2.12,4.562,True,True
587,4.123269614520485,-3.4486302517104774,19.382,0.679,8.333333333333334,2.3333333333333335,18.0,5.476,4.637,3.943,1.041,19.382,10.969000000000001,4.817,2.38,True,True
595,7.18535388054314,-2.644500314309245,19.313,1.004,7.0,2.3333333333333335,19.333333333333332,8.844,4.122,5.228,1.865,19.313,6.199,6.617,4.004,True,True
605,2.0317000274291956,1.0864522163311816,7.365,0.083,8.333333333333334,13.666666666666666,5.333333333333332,3.715,0.6225,1.151,0.73,7.365,1.405,1.376,1.337,True,True
611,3.743615655255673,-3.560737005031955,16.975,0.611,11.333333333333334,4.0,16.666666666666664,6.393,4.911,2.294,0.997,16.975,10.161,5.162,1.519,True,True
615,2.906723325081561,1.38699680197164,7.028,0.562,5.666666666666667,22.666666666666668,17.0,2.856,1.479,0.836,2.391,7.028,1.842,1.055,4.163,True,True
617,0.3142224805923978,-0.48986700421686896,1.537,0.071,8.0,1.0,17.0,1.132,0.208,0.153,0.103,1.537,0.255,0.225,0.181,True,True
645,3.1583273596101646,-6.711633965758601,21.401,0.112,10.333333333333334,20.666666666666668,10.333333333333334,12.246,6.625,3.435,1.461,21.401,12.987,8.427,3.121,True,True
649,3.5146858648339196,-1.5290957639479927,10.509,0.524,7.0,21.666666666666668,14.666666666666668,4.393,1.557,1.227,1.101,10.509,2.035,2.147,2.711,True,True
653,3.74001682410102,-3.186444404867963,15.514,0.318,10.333333333333334,5.0,18.666666666666664,6.63,4.371,2.188,0.68,15.514,4.9,4.924,1.578,True,True
655,3.2445738745625845,-2.5405718181165198,8.637,0.35,8.666666666666666,2.3333333333333335,17.666666666666664,5.42,2.95625,1.73,0.784,8.637,6.197,2.904,1.781,True,True
659,1.6078235338676594,1.0175791867329533,5.501,0.061,8.0,12.333333333333334,4.333333333333334,3.223,0.545,0.981,0.463,5.501,1.194,1.543,1.792,True,True
661,6.370296017952943,-5.638199268034259,20.174,0.49,6.666666666666667,23.666666666666668,17.0,11.059,4.8,1.615,0.754,20.174,6.31,4.726,9.397,True,True
663,5.620045081499426,-5.680605465876259,21.953,0.483,8.333333333333334,12.666666666666666,4.333333333333332,11.122,4.627,2.247,2.864,21.953,10.673,6.056,11.289,True,True
665,4.888846331929054,-3.4417931992733193,11.142,0.594,9.333333333333334,2.3333333333333335,17.0,8.623,6.479,3.327,1.137,11.142,8.721,7.35,5.5285,True,False
669,3.763256636751256,-2.225905644889165,9.669,0.4,6.666666666666667,11.333333333333334,4.666666666666667,5.127,2.488,0.815,0.811,9.669,3.945,2.26,2.891,True,True
671,3.4799771146385465,-1.955089256534429,9.163,0.437,8.333333333333334,3.6666666666666665,19.333333333333336,4.93,3.042,1.466,0.908,9.163,3.349,1.891,1.727,True,True
673,2.702957974885465,-2.3853880327433554,8.878,0.331,9.333333333333334,4.333333333333333,19.0,5.026,3.971,2.334,1.026,8.878,4.823,3.547,1.96,True,True
679,4.396657891185963,-3.3807865179316,13.192,0.426,7.666666666666667,2.0,18.333333333333332,5.458,5.034,1.062,0.679,13.192,10.081,2.623,3.255,True,False
681,2.4131757103389986,1.1832333266491966,7.894,0.148,8.333333333333334,14.666666666666666,6.333333333333332,3.067,0.912,1.803,1.478,7.894,2.85,3.637,2.662,True,True
683,0.7711455041189428,-0.7474047170877952,3.409,0.033,8.666666666666666,4.0,19.333333333333336,2.047,0.973,0.859,0.369,3.409,1.369,1.308,1.2285,True,True
687,0.8175738452870586,-0.9801958515130266,3.631,0.067,8.0,2.6666666666666665,18.666666666666668,2.498,0.655,0.587,0.17,3.631,0.907,0.957,0.343,True,True
695,2.1995803360481414,-1.6948873000725515,6.18,0.272,7.333333333333333,1.3333333333333333,18.0,3.926,1.946,1.066,0.371,6.18,2.61,1.92,1.316,True,True
699,1.8149951499327763,-0.6529122269397656,4.792,0.343,9.333333333333334,5.333333333333333,20.0,2.704,0.806,0.895,0.838,4.792,1.142,1.115,1.714,True,True
707,1.0169607627619834,-0.4323310112256133,3.433,0.026,8.666666666666666,13.333333333333334,4.666666666666668,1.431,0.46740000000000004,0.98,0.613,3.433,0.833,1.226,0.812,True,True
713,1.6401680027862606,-0.8707960814674759,3.875,0.033,7.0,0.6666666666666666,17.666666666666668,2.289,1.42,1.204,0.191,3.875,1.7,1.784,0.513,True,True
717,5.56338577065001,-3.325987204039703,14.75,0.336,7.333333333333333,1.6666666666666665,18.333333333333336,7.361,5.097,2.491,0.562,14.75,6.447,4.64,3.445,True,True
721,1.9443219253973092,-2.297833787620528,12.003,0.404,9.333333333333334,12.0,2.666666666666666,5.03,3.579,2.303,1.813,12.003,5.62,3.925,3.778,True,True
725,1.6636054969815268,-1.127505902895878,7.662,0.213,7.666666666666667,11.0,3.333333333333333,2.639,0.903,0.756,0.554,7.662,1.204,1.013,0.875,True,True
727,0.6689571533696762,-0.37869225872636325,1.646,0.037,6.666666666666667,10.0,3.333333333333333,0.502,0.933,0.683,0.185,1.646,1.606,1.435,0.521,True,True
729,2.2323158409942354,-2.3614901231048284,11.493,0.042,10.0,12.0,2.0,6.279,2.972,2.915,0.429,11.493,3.912,3.956,1.358,True,True
735,3.982359084906936,-3.6883334731895707,20.218,0.847,9.0,2.3333333333333335,17.333333333333332,8.53,4.07,5.132,1.244,20.218,7.497,6.644,2.303,True,True
747,1.0877591078996454,-0.6421306600943554,4.03,0.063,7.666666666666667,1.0,17.333333333333332,1.56,0.826,0.859,0.155,4.03,0.9546666666666667,1.099,0.463,True,True
751,5.236450916517372,-3.948032666524164,17.928,1.716,9.0,2.0,17.0,10.92,5.663,4.729,2.927,17.928,8.804,6.754,4.257,True,True
753,9.022556895312725,-3.9130199835650985,27.185,1.222,7.0,11.333333333333334,4.333333333333334,9.925,4.916,4.462,6.624,27.185,9.985,5.686,13.906,True,True
761,0.1212116185824454,0.06159778586619741,0.305,0.014,3.3333333333333335,21.666666666666668,18.333333333333336,0.172,0.129,0.074,0.085,0.303,0.182,0.093,0.305,True,True
763,4.985646770242516,-1.6202022600827453,11.487,0.589,6.666666666666667,12.0,5.333333333333333,4.778,2.702,1.597,1.525,11.487,4.05,2.204,2.74,True,True
769,3.0846730935179774,-3.0144075565257307,12.884,0.232,8.666666666666666,1.6666666666666665,17.0,7.904,2.354,1.253,0.482,12.884,2.622,2.341,2.077,True,True
771,4.201400522468708,4.394211370002457,17.895,1.081,5.333333333333333,1.3333333333333333,20.0,7.461,2.864,1.632,2.469,17.895,4.482,4.151,16.402,True,True
787,2.882908901489991,-2.885617669825151,9.766,0.26,10.0,2.6666666666666665,16.666666666666668,6.44,2.124,1.679,0.675,9.766,4.223,2.047,1.869,True,True
793,5.1170687976933635,-2.5497498389252042,12.053,0.245,8.0,12.666666666666666,4.666666666666666,9.782,4.8545,3.081,2.842,12.053,7.764,5.598,3.753,True,False
795,3.1780172141730807,-3.530605925546157,16.782,1.049,9.666666666666666,0.3333333333333333,14.666666666666666,5.232,4.225,4.123,2.254,16.782,6.391,5.046,4.81,True,True
803,7.12691428504549,-3.580571348276872,26.466,1.028,7.333333333333333,3.3333333333333335,20.0,9.419,2.979,2.287,1.822,26.466,5.132,4.47,3.97,True,True
805,1.421309098664004,-1.6647438168050666,5.642,0.147,8.333333333333334,2.3333333333333335,18.0,3.509,0.978,0.868,0.314,5.642,3.068,1.087,0.923,True,True
807,4.643200924356539,-2.40823662380302,12.367,0.781,7.0,4.0,21.0,8.341,4.527,2.559,2.341,12.367,7.124,4.068,5.694,True,True
811,4.792472474957921,-4.421092287225459,15.625,0.584,10.333333333333334,2.0,15.666666666666666,8.768,6.3,3.235,0.911,15.625,9.512,3.75,1.884,True,True
817,4.3445796006886,-3.105558337519154,13.728,0.458,7.333333333333333,4.666666666666667,21.333333333333336,5.434,4.592,2.152,0.789,13.728,9.172,6.563,1.98,True,False
821,2.3605735553088887,-1.8101417636541437,7.242,0.445,8.666666666666666,1.6666666666666665,17.0,3.57,2.075,0.999,0.668,7.242,2.678,1.491,1.001,True,True
823,0.6423409384439214,-0.75917290754486,3.106,0.126,11.333333333333334,23.333333333333332,11.999999999999998,1.741,0.633,0.501,0.183,3.106,0.737,0.641,0.51,True,True
825,3.0433228876555,-2.3436651322014397,9.304,0.297,8.333333333333334,1.3333333333333333,17.0,5.176,2.351,1.259,0.635,9.304,3.478,2.13,1.003,True,True
835,3.1582855673166814,-2.6178714429493146,12.622,0.367,7.0,11.0,4.0,6.076,2.198,0.982,0.59,12.622,7.644,5.469,2.901,True,False
837,3.67609718602094,2.0758236604698466,13.117,0.584,6.0,19.333333333333332,13.333333333333332,3.212,1.948,0.846,2.229,13.117,2.137,1.131,4.714,True,True
845,4.199246508900536,-5.033508661793056,19.304,0.507,8.666666666666666,2.3333333333333335,17.666666666666664,9.955,2.014,1.101,0.761,19.304,2.937,2.179,5.078,True,True
855,3.4812421333244865,-3.7814951355702093,11.876,0.457,9.0,2.3333333333333335,17.333333333333332,8.607,3.383,1.985,0.824,11.876,6.151,3.106,1.549,True,True
857,6.5372697329745195,3.441096619657,18.407,1.422,6.666666666666667,22.0,15.333333333333332,9.758,3.281,2.35,2.045,18.407,3.8,3.163,7.081,True,True
859,2.73382137326745,-1.5090683116464925,7.94,0.45,8.333333333333334,1.6666666666666665,17.333333333333336,3.806,1.918,1.251,0.659,7.94,2.514,1.881,0.974,True,True
865,0.8574068330637971,-0.2861459285379277,2.14,0.069,8.0,4.0,20.0,0.792,0.605,1.231,0.189,2.14,1.051,1.528,0.572,True,True
869,3.390294809566032,-3.02178887755329,12.799,0.436,8.333333333333334,2.0,17.666666666666664,6.269,2.226,1.318,0.565,12.799,3.198,2.268,1.843,True,True
875,2.992715982513848,-1.9778790893887246,8.916,0.394,7.666666666666667,0.6666666666666666,17.0,4.381,2.35,1.31,0.586,8.916,2.555,1.716,4.043,True,True
877,2.423988145048989,-1.6434602470239774,6.71,0.422,10.333333333333334,3.3333333333333335,17.0,3.581,2.362,1.752,0.563,6.71,3.469,2.911,1.601,True,True
881,5.524819831846201,-3.960119484721087,16.529,1.18,8.666666666666666,11.0,2.333333333333334,11.495,5.341,3.749,1.663,16.529,6.867,5.403,2.339,True,True
883,4.532868166562833,-3.4608478083618506,13.927,0.429,8.333333333333334,1.6666666666666665,17.333333333333336,9.48,2.54,3.695,0.895,13.927,4.851,4.595,3.674,True,True
891,2.8091697851235202,-2.198298971671403,9.454,0.302,8.0,0.6666666666666666,16.666666666666668,4.734,2.144,1.142,0.431,9.454,3.281,2.847,4.87,True,True
893,8.367576308782786,-5.267281316369108,21.604,0.686,6.666666666666667,3.3333333333333335,20.666666666666664,12.164,5.91,4.207,1.103,21.604,8.94,5.777,5.766,True,True
895,6.826155352485788,-4.195462716716786,18.537,2.713,11.333333333333334,1.3333333333333333,13.999999999999998,5.587,9.312,4.987,3.47,18.537,17.627,6.228,4.094,True,True
899,2.1692977241914098,1.3453257868009767,5.56,0.541,7.666666666666667,21.0,13.333333333333332,3.581,1.17,0.865,0.945,5.56,1.857,1.092,3.693,True,True
911,1.745428429650175,-1.396299870920582,8.435,0.254,8.333333333333334,12.666666666666666,4.333333333333332,2.674,1.592,1.281,0.918,8.435,2.397,2.431,1.266,True,True
915,2.6631469800300427,-1.351152574458,9.76,0.217,6.666666666666667,1.6666666666666665,19.0,3.698,1.083,1.402,0.378,9.76,1.305,2.401,2.687,True,True
